ID_Cliente,Fecha_Visita,Monto_Consumo,Categoria_Producto
Cliente_0107,2026-01-11,47903.79,aguas
Cliente_0107,2026-01-18,14598.09,aguas
Cliente_0107,2026-01-21,34614.78,whiskys
Cliente_0107,2026-02-03,31546.43,aguas
Cliente_0107,2026-02-05,44336.5,Picadas
Cliente_0107,2026-02-13,25537.7,Picadas
Cliente_0107,2026-02-23,23130.81,tragos de autor
Cliente_0107,2026-03-16,47675.41,tragos de autor
Cliente_0107,2026-03-26,39012.94,tragos de autor
Cliente_0107,2026-04-02,37158.31,gaseosas
Cliente_0107,2026-04-07,15225.51,tragos de autor
Cliente_0108,2025-05-02,11725.4,otros platos
Cliente_0108,2025-05-04,30179.77,cervezas
Cliente_0108,2025-05-08,12959.26,tragos
Cliente_0108,2025-05-08,18637.43,cervezas
Cliente_0108,2025-05-15,28050.88,merch
Cliente_0108,2025-05-30,15192.09,postres
Cliente_0108,2025-06-16,8937.19,vinos
Cliente_0108,2025-06-22,12092.36,tragos
Cliente_0108,2025-07-10,28276.96,cervezas
Cliente_0108,2025-07-12,36242.87,aguas
Cliente_0108,2025-07-28,37409.06,postres
Cliente_0108,2025-10-02,45623.64,merch
Cliente_0108,2025-10-26,18729.9,merch
Cliente_0108,2025-10-29,11951.32,Picadas
Cliente_0108,2025-10-30,27940.21,platos principales
Cliente_0108,2025-11-03,49647.67,merch
Cliente_0108,2025-11-11,8748.41,platos principales
Cliente_0108,2025-11-20,14345.87,postres
Cliente_0108,2025-11-28,21083.38,otras categorias
Cliente_0108,2026-01-08,45428.74,cervezas
Cliente_0108,2026-01-18,39866.69,cervezas
Cliente_0108,2026-01-22,41902.5,postres
Cliente_0108,2026-01-23,6417.65,entradas
Cliente_0108,2026-01-31,17692.04,platos principales
Cliente_0108,2026-02-10,35074.09,Picadas
Cliente_0108,2026-02-23,25759.13,merch
Cliente_0108,2026-02-24,20087.5,tragos de autor
Cliente_0108,2026-03-11,23354.02,tragos de autor
Cliente_0108,2026-04-14,42242.41,merch
Cliente_0108,2026-04-19,30815.09,whiskys
Cliente_0108,2026-05-01,40635.48,otras categorias
Cliente_0109,2025-05-02,9337.78,tragos de autor
Cliente_0109,2025-05-05,34763.93,aguas
Cliente_0109,2025-05-06,19288.28,tragos
Cliente_0109,2025-05-13,47252.48,vinos
Cliente_0109,2025-05-21,22363.21,merch
Cliente_0109,2025-05-25,5648.4,Picadas
Cliente_0109,2025-05-30,41043.54,merch
Cliente_0109,2025-06-03,34690.92,otros platos
Cliente_0109,2025-06-04,34893.11,tragos de autor
Cliente_0109,2025-07-01,45321.15,otras categorias
Cliente_0109,2025-07-09,18846.59,aguas
Cliente_0109,2025-07-09,30904.52,whiskys
Cliente_0109,2025-07-14,13972.78,cervezas
Cliente_0109,2025-07-17,20920.64,vinos
Cliente_0109,2025-07-19,34682.25,Picadas
Cliente_0109,2025-07-22,17306.53,tragos
Cliente_0109,2025-07-23,35746.06,otros platos
Cliente_0109,2025-08-02,6942.88,postres
Cliente_0109,2025-08-12,40259.45,whiskys
Cliente_0109,2025-08-22,20279.66,otras categorias
Cliente_0109,2025-09-04,17575.51,whiskys
Cliente_0109,2025-09-15,26096.75,platos principales
Cliente_0109,2025-09-16,32756.16,tragos de autor
Cliente_0109,2025-10-02,8987.64,postres
Cliente_0109,2025-10-03,21314.32,otras categorias
Cliente_0109,2025-10-03,39647.05,merch
Cliente_0109,2025-10-16,12170.75,gaseosas
Cliente_0109,2025-10-18,47255.94,entradas
Cliente_0109,2025-10-23,18743.29,gaseosas
Cliente_0109,2025-10-24,28671.46,otras categorias
Cliente_0109,2025-11-02,21866.26,postres
Cliente_0109,2025-11-25,46231.41,vinos
Cliente_0109,2025-11-28,30251.43,platos principales
Cliente_0109,2025-12-02,14039.46,otras categorias
Cliente_0109,2025-12-11,9682.29,tragos
Cliente_0109,2025-12-14,36289.16,aguas
Cliente_0109,2025-12-21,13561.15,Picadas
Cliente_0109,2025-12-27,10396.06,platos principales
Cliente_0109,2026-01-02,32748.5,whiskys
Cliente_0109,2026-01-03,38126.72,otros platos
Cliente_0109,2026-01-11,46198.63,aguas
Cliente_0109,2026-01-18,26981.73,tragos
Cliente_0109,2026-02-03,36933.95,whiskys
Cliente_0109,2026-02-06,16968.64,postres
Cliente_0109,2026-02-09,21869.1,otros platos
Cliente_0109,2026-02-15,19908.89,whiskys
Cliente_0109,2026-02-20,45012.26,otras categorias
Cliente_0109,2026-02-25,28915.58,platos principales
Cliente_0109,2026-02-28,21945.0,tragos de autor
Cliente_0109,2026-03-12,27284.61,merch
Cliente_0109,2026-03-23,20308.04,tragos de autor
Cliente_0109,2026-03-30,19200.97,whiskys
Cliente_0109,2026-04-09,44924.02,cervezas
Cliente_0109,2026-04-18,8428.89,otros platos
Cliente_0109,2026-04-25,8371.75,postres
Cliente_0109,2026-04-26,39865.37,vinos
Cliente_0110,2025-05-07,10927.21,entradas
Cliente_0110,2025-06-11,42901.89,postres
Cliente_0110,2025-07-12,39310.17,vinos
Cliente_0110,2025-08-15,34879.89,entradas
Cliente_0110,2025-08-30,10082.01,tragos de autor
Cliente_0110,2025-10-07,19971.33,entradas
Cliente_0110,2025-10-08,35340.72,tragos de autor
Cliente_0110,2025-10-24,26611.34,Picadas
Cliente_0110,2025-10-27,27779.59,platos principales
Cliente_0110,2025-12-02,25180.78,merch
Cliente_0110,2025-12-20,23213.31,postres
Cliente_0110,2026-01-01,48435.64,platos principales
Cliente_0110,2026-01-25,7438.09,platos principales
Cliente_0110,2026-02-03,33255.95,tragos de autor
Cliente_0110,2026-02-14,10198.99,aguas
Cliente_0110,2026-03-07,40000.01,cervezas
Cliente_0110,2026-03-27,6053.51,otras categorias
Cliente_0111,2025-05-01,47508.75,vinos
Cliente_0111,2025-07-27,29841.94,whiskys
Cliente_0111,2025-09-12,44932.24,otros platos
Cliente_0111,2025-09-18,13325.38,cervezas
Cliente_0111,2025-10-06,23292.82,entradas
Cliente_0111,2025-10-14,46067.62,otros platos
Cliente_0111,2025-10-30,8743.66,whiskys
Cliente_0111,2025-11-08,18481.96,vinos
Cliente_0111,2025-12-14,41466.94,aguas
Cliente_0111,2026-02-05,32560.27,Picadas
Cliente_0111,2026-02-09,36901.37,tragos
Cliente_0111,2026-04-11,47111.47,aguas
Cliente_0112,2025-05-23,13701.03,otros platos
Cliente_0112,2025-05-25,44399.2,tragos
Cliente_0112,2025-05-27,33068.0,vinos
Cliente_0112,2025-06-15,49310.12,tragos
Cliente_0112,2025-06-15,48694.4,tragos
Cliente_0112,2025-06-17,8034.45,aguas
Cliente_0112,2025-06-21,12192.05,entradas
Cliente_0112,2025-06-26,46725.95,tragos
Cliente_0112,2025-06-27,46619.71,postres
Cliente_0112,2025-06-28,28883.06,aguas
Cliente_0112,2025-06-29,11292.11,entradas
Cliente_0112,2025-07-07,41907.5,entradas
Cliente_0112,2025-07-10,5858.52,tragos de autor
Cliente_0112,2025-07-14,18547.95,aguas
Cliente_0112,2025-07-16,30115.56,Picadas
Cliente_0112,2025-07-18,13805.76,tragos de autor
Cliente_0112,2025-08-08,21789.74,cervezas
Cliente_0112,2025-08-24,5690.7,cervezas
Cliente_0112,2025-09-05,47125.34,vinos
Cliente_0112,2025-09-11,19898.47,Picadas
Cliente_0112,2025-09-21,24291.27,otros platos
Cliente_0112,2025-10-03,41377.31,whiskys
Cliente_0112,2025-10-07,32307.86,tragos
Cliente_0112,2025-10-16,8271.31,whiskys
Cliente_0112,2025-10-23,23711.51,otras categorias
Cliente_0112,2025-10-30,46703.3,whiskys
Cliente_0112,2025-11-20,10369.39,entradas
Cliente_0112,2025-12-02,17132.93,aguas
Cliente_0112,2025-12-14,21097.27,otros platos
Cliente_0112,2025-12-25,5136.24,Picadas
Cliente_0112,2026-01-25,13751.63,otras categorias
Cliente_0112,2026-01-31,8546.38,gaseosas
Cliente_0112,2026-01-31,16042.39,tragos de autor
Cliente_0112,2026-02-20,12641.32,otros platos
Cliente_0112,2026-02-24,29392.13,vinos
Cliente_0112,2026-02-24,44482.52,platos principales
Cliente_0112,2026-02-27,8822.51,Picadas
Cliente_0112,2026-04-03,23707.39,otros platos
Cliente_0112,2026-04-03,41425.73,postres
Cliente_0113,2025-05-18,40185.73,whiskys
Cliente_0113,2025-06-04,39798.87,tragos de autor
Cliente_0113,2025-06-13,42119.38,tragos
Cliente_0113,2025-07-05,6265.55,otros platos
Cliente_0113,2025-07-07,12065.58,tragos
Cliente_0113,2025-07-23,45912.9,whiskys
Cliente_0113,2025-09-06,31573.55,merch
Cliente_0113,2025-09-26,15636.38,aguas
Cliente_0113,2025-10-01,7906.01,cervezas
Cliente_0113,2025-10-13,30798.15,merch
Cliente_0113,2025-10-26,21200.41,Picadas
Cliente_0113,2025-11-06,5524.19,tragos de autor
Cliente_0113,2025-11-30,8515.1,gaseosas
Cliente_0113,2025-12-05,27197.29,vinos
Cliente_0113,2025-12-07,40950.43,postres
Cliente_0113,2025-12-13,13795.08,otras categorias
Cliente_0113,2025-12-15,15353.76,Picadas
Cliente_0113,2025-12-19,12392.56,vinos
Cliente_0113,2026-01-21,45417.58,cervezas
Cliente_0113,2026-02-01,31113.14,whiskys
Cliente_0113,2026-03-03,46729.28,whiskys
Cliente_0113,2026-03-05,48153.1,merch
Cliente_0113,2026-03-20,32569.94,vinos
Cliente_0113,2026-04-04,14128.67,otras categorias
Cliente_0113,2026-04-06,8087.39,merch
Cliente_0114,2025-06-16,10980.26,tragos de autor
Cliente_0114,2025-11-02,26535.76,tragos
Cliente_0114,2026-03-17,10636.73,whiskys
Cliente_0115,2025-05-10,45292.36,aguas
Cliente_0115,2025-05-19,21647.76,aguas
Cliente_0115,2025-05-21,16136.78,tragos
Cliente_0115,2025-05-29,26150.66,postres
Cliente_0115,2025-06-10,16558.5,platos principales
Cliente_0115,2025-06-18,46065.22,platos principales
Cliente_0115,2025-06-24,12612.41,otras categorias
Cliente_0115,2025-07-06,49049.09,Picadas
Cliente_0115,2025-07-15,40646.24,aguas
Cliente_0115,2025-07-15,30295.56,platos principales
Cliente_0115,2025-07-17,44326.79,gaseosas
Cliente_0115,2025-07-22,14878.28,gaseosas
Cliente_0115,2025-08-03,49413.95,merch
Cliente_0115,2025-08-09,11346.04,tragos de autor
Cliente_0115,2025-08-11,34201.29,tragos
Cliente_0115,2025-08-19,21731.22,gaseosas
Cliente_0115,2025-08-21,8388.63,platos principales
Cliente_0115,2025-08-21,46640.77,merch
Cliente_0115,2025-08-27,25059.45,aguas
Cliente_0115,2025-09-04,36629.35,gaseosas
Cliente_0115,2025-09-05,33445.25,otras categorias
Cliente_0115,2025-09-20,27777.88,entradas
Cliente_0115,2025-09-22,21634.64,vinos
Cliente_0115,2025-10-07,27915.58,otras categorias
Cliente_0115,2025-10-12,14852.89,cervezas
Cliente_0115,2025-10-16,29316.36,gaseosas
Cliente_0115,2025-10-23,17151.57,postres
Cliente_0115,2025-10-24,17611.34,tragos de autor
Cliente_0115,2025-11-06,44247.98,entradas
Cliente_0115,2025-11-10,25553.39,Picadas
Cliente_0115,2025-11-23,20457.13,otras categorias
Cliente_0115,2025-11-24,11483.33,entradas
Cliente_0115,2025-11-25,32285.66,otras categorias
Cliente_0115,2025-12-14,34517.05,postres
Cliente_0115,2025-12-15,20278.71,aguas
Cliente_0115,2025-12-28,8807.95,tragos
Cliente_0115,2026-01-26,6486.75,postres
Cliente_0115,2026-03-04,6426.93,aguas
Cliente_0115,2026-03-13,25952.1,platos principales
Cliente_0115,2026-03-22,22404.28,whiskys
Cliente_0115,2026-04-03,13175.15,aguas
Cliente_0115,2026-04-23,44747.44,platos principales
Cliente_0115,2026-04-24,27032.33,entradas
Cliente_0115,2026-04-27,40935.15,entradas
Cliente_0116,2025-05-05,10102.1,gaseosas
Cliente_0116,2026-01-12,33822.77,otras categorias
Cliente_0117,2025-05-01,11009.05,Picadas
Cliente_0117,2025-05-04,17594.66,postres
Cliente_0117,2025-05-19,19058.23,whiskys
Cliente_0117,2025-05-20,40924.59,vinos
Cliente_0117,2025-05-29,26090.02,merch
Cliente_0117,2025-06-04,39061.73,platos principales
Cliente_0117,2025-06-10,46423.84,cervezas
Cliente_0117,2025-06-18,11363.06,entradas
Cliente_0117,2025-06-20,26920.28,gaseosas
Cliente_0117,2025-06-24,14480.21,gaseosas
Cliente_0117,2025-06-29,30056.92,cervezas
Cliente_0117,2025-07-09,34675.75,whiskys
Cliente_0117,2025-07-09,44772.4,merch
Cliente_0117,2025-07-13,17065.6,gaseosas
Cliente_0117,2025-07-20,42674.44,vinos
Cliente_0117,2025-07-20,33919.85,otras categorias
Cliente_0117,2025-08-04,13728.65,gaseosas
Cliente_0117,2025-08-08,35354.22,tragos de autor
Cliente_0117,2025-08-16,45735.31,entradas
Cliente_0117,2025-08-24,14021.82,platos principales
Cliente_0117,2025-09-08,24481.97,postres
Cliente_0117,2025-10-02,8800.34,entradas
Cliente_0117,2025-10-03,28457.93,platos principales
Cliente_0117,2025-10-17,15135.54,cervezas
Cliente_0117,2025-10-18,28005.26,Picadas
Cliente_0117,2025-10-19,7922.09,postres
Cliente_0117,2025-10-25,33415.32,otras categorias
Cliente_0117,2025-10-30,29276.5,entradas
Cliente_0117,2025-11-10,10426.51,tragos
Cliente_0117,2025-11-13,18494.19,Picadas
Cliente_0117,2025-12-12,25330.69,aguas
Cliente_0117,2025-12-12,25797.51,tragos de autor
Cliente_0117,2025-12-15,12791.52,tragos
Cliente_0117,2025-12-17,32800.01,Picadas
Cliente_0117,2025-12-17,15589.09,vinos
Cliente_0117,2026-01-31,35203.48,merch
Cliente_0117,2026-02-04,39288.34,tragos de autor
Cliente_0117,2026-02-09,14427.11,whiskys
Cliente_0117,2026-02-12,28601.74,whiskys
Cliente_0117,2026-02-20,19756.56,tragos de autor
Cliente_0117,2026-02-27,40597.79,postres
Cliente_0117,2026-03-20,31592.32,tragos de autor
Cliente_0117,2026-03-28,34867.74,entradas
Cliente_0117,2026-03-29,28093.82,gaseosas
Cliente_0117,2026-04-10,17069.35,Picadas
Cliente_0118,2025-05-01,37761.51,whiskys
Cliente_0118,2025-05-10,36485.62,whiskys
Cliente_0118,2025-05-11,44384.3,cervezas
Cliente_0118,2025-05-14,14868.86,aguas
Cliente_0118,2025-05-19,39478.36,platos principales
Cliente_0118,2025-05-21,26641.8,otros platos
Cliente_0118,2025-05-26,11310.21,gaseosas
Cliente_0118,2025-06-18,18118.24,vinos
Cliente_0118,2025-06-19,8337.81,aguas
Cliente_0118,2025-07-06,35077.27,vinos
Cliente_0118,2025-07-13,45777.93,whiskys
Cliente_0118,2025-08-02,37422.35,gaseosas
Cliente_0118,2025-08-03,43227.31,gaseosas
Cliente_0118,2025-08-16,21824.85,platos principales
Cliente_0118,2025-08-21,40191.87,otras categorias
Cliente_0118,2025-09-05,30589.85,whiskys
Cliente_0118,2025-09-11,29281.57,gaseosas
Cliente_0118,2025-09-15,42795.07,tragos de autor
Cliente_0118,2025-09-27,22310.31,tragos de autor
Cliente_0118,2025-10-13,33329.9,tragos de autor
Cliente_0118,2025-10-16,7625.32,entradas
Cliente_0118,2025-10-17,5411.74,aguas
Cliente_0118,2025-10-21,28463.96,postres
Cliente_0118,2025-10-24,19354.94,entradas
Cliente_0118,2025-11-06,19884.7,cervezas
Cliente_0118,2025-11-08,48336.3,vinos
Cliente_0118,2025-11-19,49413.67,aguas
Cliente_0118,2025-12-01,20638.54,merch
Cliente_0118,2025-12-15,46801.81,postres
Cliente_0118,2025-12-23,31211.11,aguas
Cliente_0118,2025-12-26,45169.08,aguas
Cliente_0118,2026-01-04,17607.55,gaseosas
Cliente_0118,2026-01-06,32545.45,vinos
Cliente_0118,2026-01-25,36056.12,gaseosas
Cliente_0118,2026-01-26,43583.7,whiskys
Cliente_0118,2026-02-03,48049.83,tragos de autor
Cliente_0118,2026-02-05,13476.33,postres
Cliente_0118,2026-02-14,22957.62,cervezas
Cliente_0118,2026-03-20,28021.36,Picadas
Cliente_0118,2026-03-25,14019.16,Picadas
Cliente_0118,2026-03-31,8304.61,whiskys
Cliente_0118,2026-04-03,20519.34,aguas
Cliente_0118,2026-04-20,46806.29,postres
Cliente_0118,2026-04-21,32455.02,whiskys
Cliente_0119,2025-06-30,38760.15,tragos
Cliente_0119,2025-08-18,9607.59,merch
Cliente_0119,2026-02-25,20657.92,cervezas
Cliente_0120,2025-05-03,16298.14,vinos
Cliente_0120,2025-06-06,25318.65,otras categorias
Cliente_0120,2025-06-07,28165.43,tragos de autor
Cliente_0120,2025-06-10,28226.46,aguas
Cliente_0120,2025-06-15,44902.09,cervezas
Cliente_0120,2025-07-06,28514.31,postres
Cliente_0120,2025-07-09,34209.54,tragos
Cliente_0120,2025-07-12,48309.76,gaseosas
Cliente_0120,2025-08-02,23190.75,otros platos
Cliente_0120,2025-08-03,24669.54,otros platos
Cliente_0120,2025-08-09,30146.32,merch
Cliente_0120,2025-09-24,19632.12,gaseosas
Cliente_0120,2025-10-06,17295.72,whiskys
Cliente_0120,2025-10-06,45590.07,whiskys
Cliente_0120,2025-11-01,36952.5,merch
Cliente_0120,2025-11-17,16202.88,vinos
Cliente_0120,2025-12-21,20986.89,otras categorias
Cliente_0120,2026-01-03,5288.67,platos principales
Cliente_0120,2026-01-04,24497.41,merch
Cliente_0120,2026-01-08,23902.18,platos principales
Cliente_0120,2026-01-12,47088.25,tragos de autor
Cliente_0120,2026-01-21,27892.25,platos principales
Cliente_0120,2026-01-23,44032.73,otras categorias
Cliente_0120,2026-02-13,16788.09,Picadas
Cliente_0120,2026-02-14,33152.12,Picadas
Cliente_0120,2026-03-21,21456.26,cervezas
Cliente_0120,2026-03-30,44386.33,vinos
Cliente_0120,2026-04-03,45314.02,Picadas
Cliente_0120,2026-04-08,9410.59,vinos
Cliente_0121,2025-07-01,17643.97,postres
Cliente_0121,2025-07-28,37869.7,aguas
Cliente_0121,2025-11-20,22693.34,merch
Cliente_0122,2025-06-19,24201.48,platos principales
Cliente_0122,2025-07-11,24900.56,aguas
Cliente_0122,2025-08-08,19675.08,whiskys
Cliente_0122,2025-08-16,9534.93,aguas
Cliente_0122,2025-08-24,38566.85,gaseosas
Cliente_0122,2025-08-27,44990.81,aguas
Cliente_0122,2025-09-10,16740.77,entradas
Cliente_0122,2025-09-17,27624.07,tragos de autor
Cliente_0122,2025-09-18,23833.56,platos principales
Cliente_0122,2025-10-03,7534.15,cervezas
Cliente_0122,2025-10-09,10709.05,cervezas
Cliente_0122,2025-10-19,47798.53,gaseosas
Cliente_0122,2025-12-09,10499.02,postres
Cliente_0122,2025-12-27,40632.79,entradas
Cliente_0122,2026-01-02,5414.32,whiskys
Cliente_0122,2026-01-14,16303.32,tragos
Cliente_0122,2026-01-28,21556.39,platos principales
Cliente_0122,2026-02-24,16644.22,gaseosas
Cliente_0122,2026-03-04,15022.66,platos principales
Cliente_0122,2026-03-04,23683.53,tragos
Cliente_0122,2026-03-10,6489.73,entradas
Cliente_0122,2026-03-24,47375.26,whiskys
Cliente_0122,2026-03-25,6414.12,postres
Cliente_0122,2026-03-31,14220.69,aguas
Cliente_0122,2026-04-01,8430.24,vinos
Cliente_0122,2026-04-15,14682.79,cervezas
Cliente_0122,2026-04-20,11146.05,cervezas
Cliente_0122,2026-04-20,44634.26,aguas
Cliente_0123,2025-05-21,40231.93,otros platos
Cliente_0123,2025-05-23,8798.68,Picadas
Cliente_0123,2025-05-24,39945.45,otros platos
Cliente_0123,2025-05-31,27375.88,aguas
Cliente_0123,2025-06-17,39159.69,vinos
Cliente_0123,2025-06-24,9866.92,postres
Cliente_0123,2025-07-10,26359.05,whiskys
Cliente_0123,2025-07-27,48075.23,platos principales
Cliente_0123,2025-08-05,29359.04,otras categorias
Cliente_0123,2025-08-22,31616.76,tragos
Cliente_0123,2025-08-31,39385.65,platos principales
Cliente_0123,2025-08-31,27872.22,tragos
Cliente_0123,2025-10-21,40781.36,vinos
Cliente_0123,2025-10-25,25437.31,vinos
Cliente_0123,2025-11-16,27431.63,vinos
Cliente_0123,2025-11-19,24238.05,cervezas
Cliente_0123,2025-12-05,23694.27,otras categorias
Cliente_0123,2025-12-12,48438.63,whiskys
Cliente_0123,2025-12-20,20749.77,whiskys
Cliente_0123,2026-01-03,35417.34,tragos de autor
Cliente_0123,2026-01-21,34248.65,Picadas
Cliente_0123,2026-01-29,48027.82,tragos
Cliente_0123,2026-02-05,48955.11,cervezas
Cliente_0123,2026-02-27,12982.29,whiskys
Cliente_0123,2026-02-28,46908.94,aguas
Cliente_0123,2026-03-19,29579.61,tragos de autor
Cliente_0123,2026-03-25,19558.16,Picadas
Cliente_0123,2026-04-09,13060.46,whiskys
Cliente_0123,2026-04-24,49551.04,merch
Cliente_0124,2025-06-21,28130.63,tragos de autor
Cliente_0124,2025-08-06,19794.9,tragos de autor
Cliente_0124,2025-08-26,31142.12,aguas
Cliente_0124,2025-10-28,42652.25,entradas
Cliente_0124,2025-11-15,10894.05,gaseosas
Cliente_0124,2025-12-06,10509.77,vinos
Cliente_0124,2025-12-10,30939.45,aguas
Cliente_0124,2025-12-31,33685.92,platos principales
Cliente_0124,2026-01-29,44916.74,aguas
Cliente_0124,2026-02-03,15277.77,vinos
Cliente_0124,2026-02-10,34914.23,Picadas
Cliente_0124,2026-04-21,13909.66,platos principales
Cliente_0125,2025-06-15,41938.61,platos principales
Cliente_0125,2025-06-30,20346.25,Picadas
Cliente_0125,2025-07-21,16572.27,cervezas
Cliente_0125,2025-08-05,47782.56,entradas
Cliente_0125,2025-08-08,37389.2,platos principales
Cliente_0125,2025-08-28,24490.0,platos principales
Cliente_0125,2025-09-21,14101.67,aguas
Cliente_0125,2025-10-04,28341.79,tragos de autor
Cliente_0125,2025-11-08,27777.74,entradas
Cliente_0125,2025-11-11,41524.55,merch
Cliente_0125,2025-11-19,20517.98,postres
Cliente_0125,2025-11-25,32141.69,gaseosas
Cliente_0125,2025-12-24,40680.99,merch
Cliente_0125,2026-01-17,9927.43,whiskys
Cliente_0125,2026-03-15,36628.24,cervezas
Cliente_0126,2025-05-04,10674.23,otras categorias
Cliente_0126,2025-05-07,40153.04,gaseosas
Cliente_0126,2025-05-19,45475.1,merch
Cliente_0126,2025-05-30,38662.82,vinos
Cliente_0126,2025-06-02,45347.36,merch
Cliente_0126,2025-06-04,49136.2,otros platos
Cliente_0126,2025-06-06,23917.79,platos principales
Cliente_0126,2025-06-06,21797.12,vinos
Cliente_0126,2025-06-10,49785.66,whiskys
Cliente_0126,2025-06-12,22762.34,otros platos
Cliente_0126,2025-06-14,25148.08,whiskys
Cliente_0126,2025-06-19,8346.61,aguas
Cliente_0126,2025-06-20,46642.62,tragos de autor
Cliente_0126,2025-07-11,47132.98,platos principales
Cliente_0126,2025-08-01,23840.97,gaseosas
Cliente_0126,2025-08-08,25992.74,entradas
Cliente_0126,2025-08-16,16470.69,otros platos
Cliente_0126,2025-08-16,33181.75,cervezas
Cliente_0126,2025-08-18,14650.82,aguas
Cliente_0126,2025-08-30,13283.33,entradas
Cliente_0126,2025-09-02,20312.71,aguas
Cliente_0126,2025-09-02,46863.4,aguas
Cliente_0126,2025-09-07,19912.29,tragos de autor
Cliente_0126,2025-09-08,30464.19,aguas
Cliente_0126,2025-09-09,14762.49,platos principales
Cliente_0126,2025-09-30,36664.25,whiskys
Cliente_0126,2025-10-12,27337.68,platos principales
Cliente_0126,2025-10-24,43267.81,gaseosas
Cliente_0126,2025-11-20,9059.74,postres
Cliente_0126,2025-11-23,41731.03,aguas
Cliente_0126,2025-12-05,36917.7,otras categorias
Cliente_0126,2025-12-06,42520.29,tragos de autor
Cliente_0126,2025-12-06,11164.13,vinos
Cliente_0126,2025-12-23,39004.56,otras categorias
Cliente_0126,2025-12-27,46468.76,gaseosas
Cliente_0126,2025-12-28,23310.63,aguas
Cliente_0126,2025-12-30,37705.54,tragos de autor
Cliente_0126,2026-01-03,16635.69,vinos
Cliente_0126,2026-01-09,22527.04,otras categorias
Cliente_0126,2026-01-11,5155.95,cervezas
Cliente_0126,2026-01-20,5186.39,merch
Cliente_0126,2026-01-22,42364.11,gaseosas
Cliente_0126,2026-01-30,33754.2,aguas
Cliente_0126,2026-02-06,48645.08,entradas
Cliente_0126,2026-02-07,5261.37,aguas
Cliente_0126,2026-02-12,6361.62,tragos de autor
Cliente_0126,2026-02-20,18336.48,cervezas
Cliente_0126,2026-02-26,30260.21,platos principales
Cliente_0126,2026-03-03,6318.29,whiskys
Cliente_0126,2026-03-07,15318.03,aguas
Cliente_0126,2026-03-09,28008.04,vinos
Cliente_0126,2026-03-18,26768.07,platos principales
Cliente_0126,2026-03-19,15376.76,entradas
Cliente_0126,2026-03-21,21307.75,otros platos
Cliente_0126,2026-03-22,18687.43,otras categorias
Cliente_0126,2026-03-25,33619.72,tragos
Cliente_0126,2026-04-06,42083.26,cervezas
Cliente_0126,2026-04-13,38691.99,aguas
Cliente_0127,2025-06-28,49134.04,platos principales
Cliente_0127,2025-09-19,47630.29,tragos de autor
Cliente_0127,2026-04-15,8622.54,gaseosas
Cliente_0127,2026-04-22,14368.14,aguas
Cliente_0128,2025-05-04,19403.86,merch
Cliente_0128,2025-05-06,44303.44,tragos de autor
Cliente_0128,2025-05-07,33410.38,Picadas
Cliente_0128,2025-05-16,6414.17,entradas
Cliente_0128,2025-05-18,27363.35,tragos de autor
Cliente_0128,2025-05-26,20628.15,postres
Cliente_0128,2025-05-31,47170.41,postres
Cliente_0128,2025-06-07,15153.29,whiskys
Cliente_0128,2025-06-20,8880.16,cervezas
Cliente_0128,2025-06-22,26644.62,postres
Cliente_0128,2025-06-24,22557.76,Picadas
Cliente_0128,2025-07-04,41832.07,tragos
Cliente_0128,2025-07-05,5265.28,gaseosas
Cliente_0128,2025-07-07,15727.94,cervezas
Cliente_0128,2025-07-14,43365.35,Picadas
Cliente_0128,2025-07-15,44895.28,cervezas
Cliente_0128,2025-07-15,11297.46,tragos
Cliente_0128,2025-07-16,10414.63,merch
Cliente_0128,2025-07-28,48680.59,entradas
Cliente_0128,2025-07-30,31452.82,whiskys
Cliente_0128,2025-07-31,46885.96,tragos
Cliente_0128,2025-08-03,45659.09,platos principales
Cliente_0128,2025-08-06,44713.15,tragos de autor
Cliente_0128,2025-08-18,32351.2,aguas
Cliente_0128,2025-08-22,26120.9,aguas
Cliente_0128,2025-08-31,41715.33,cervezas
Cliente_0128,2025-09-15,42510.93,cervezas
Cliente_0128,2025-10-17,33246.63,postres
Cliente_0128,2025-10-20,26484.97,entradas
Cliente_0128,2025-10-21,10057.78,Picadas
Cliente_0128,2025-10-24,22265.43,Picadas
Cliente_0128,2025-10-31,10682.35,tragos de autor
Cliente_0128,2025-11-10,27731.93,tragos de autor
Cliente_0128,2025-11-24,10981.66,entradas
Cliente_0128,2025-12-03,10354.89,aguas
Cliente_0128,2025-12-21,43928.54,otras categorias
Cliente_0128,2025-12-21,35509.84,tragos de autor
Cliente_0128,2025-12-23,25135.68,merch
Cliente_0128,2026-02-15,11952.45,aguas
Cliente_0128,2026-02-18,39397.71,aguas
Cliente_0128,2026-03-01,13933.34,gaseosas
Cliente_0128,2026-03-04,37277.83,otras categorias
Cliente_0128,2026-03-05,17871.17,aguas
Cliente_0128,2026-03-06,31874.72,otras categorias
Cliente_0128,2026-03-24,36068.7,platos principales
Cliente_0128,2026-04-06,38251.65,vinos
Cliente_0128,2026-04-08,17358.63,vinos
Cliente_0128,2026-04-14,39440.21,postres
Cliente_0128,2026-04-15,31187.68,platos principales
Cliente_0128,2026-04-19,23880.04,whiskys
Cliente_0128,2026-04-23,42095.77,tragos
Cliente_0128,2026-04-28,18653.96,vinos
Cliente_0129,2025-05-05,44192.64,gaseosas
Cliente_0129,2025-05-15,39330.82,postres
